seen_date,state,city,shape,summary,duration,posted_date
2015-07-04T21:45:00,NJ,Brick,other,"5 consecutively spaced (1 per 45 sec.) yellow flame-like colored light, soundless objects slowly passing NE to SW.",5-8 minutes,2015-07-06T00:00:00
2015-07-04T21:50:00,MO,Pacific,oval,"I saw an orange-red oval light travel from east to west in a jig-jag flight pattern, moving very quickly.",30 seconds,2015-07-06T00:00:00
2015-05-12T23:00:00,MN,Oakdale,triangle,Then a triangle shape came out of the clouds with white lights on all 3 corners one red in middle.,10 seconds,2015-06-15T00:00:00
2015-05-16T16:30:00,NY,Hartsdale,other,"Large transparent object in Hartsdale, NY.",5 Seconds,2015-06-15T00:00:00
2015-05-18T00:00:00,MN,Saint Paul,triangle,"TR3B craft (Blk w/ white lights underneath, triangle), hovering low & slow, I lost it but it may have shapeshifted into an airplane.",5-10 minutes,2015-06-15T00:00:00
2015-05-24T23:30:00,MN,Savage,triangle,2 triangular objects with ability to change direction without banking; also able to disappear suddenly.,5 minutes,2015-06-15T00:00:00
2015-05-26T22:50:00,WI,Waukesha,unknown,"I was driving south on west avenue toward college avenue, thought it was an airplane above the trees  moving in for a landing at the lo",30 seconds,2015-06-15T00:00:00
1976-06-01T12:00:00,CT,Meridien,other,I was walking home from a friends house in chamberlin heights to my house on springdale ave I heard a humming sound I looked up and saw,15 minutes,2000-12-20T00:00:00
2015-05-27T00:30:00,NY,North Tonnawanda,sphere,"Strange red object over Grand Island, NY.",15 minutes,2015-06-15T00:00:00
2015-05-29T19:00:00,NY,Minoa,cigar,Cigar or oval shaped craft with red lights on one end and green lights on the other with no wings.,5 minutes,2015-06-15T00:00:00
2015-05-30T22:30:00,CO,Aurora,fireball,"Six orange crafts flew over our house late Friday night, one at a time.",12 minutes,2015-06-15T00:00:00
2015-06-02T00:00:00,FL,Naples,circle,"Naples, Florida, ufo sighting!",10 minutes,2015-06-15T00:00:00
2015-06-03T20:40:00,MS,Richland,other,"I, along with 6 witnesses saw Fleets of UFOs disappearing into portal I have 4 1/2 min of video.",8 minutes,2015-06-15T00:00:00
2015-06-04T21:15:00,CA,Santa Rosa,light,"Huge bright light on top of Taylor Mountain ridge. Looked like huge spot light, perfect circle. Watched it for total of 5 mins and film",5 minutes,2015-06-15T00:00:00
2015-06-04T22:45:00,CA,Anaheim,oval,My wife and I saw what by all appearances was a UFO at Disneyland on the night of June 4th 2015.,5-6 minutes,2015-06-15T00:00:00
2015-06-28T23:44:00,VA,Alexandria,fireball,"Orange flickering ball. Looked like junk burning in the sky, as if something was reentering. It wasn't moving fast, appeared that it wa",1 minute,2015-07-03T00:00:00
2015-06-29T00:00:00,PA,Walnutport,unknown,Seen something jet black crawling around the bushes on all fours about 2 foot by 2 foot.,1 minute,2015-07-03T00:00:00
2015-06-29T00:15:00,MI,Paw Paw,light,Two Brite red lights.,10,2015-07-03T00:00:00
1979-08-25T12:36:00,MI,Cass City,disk,It happened out in the middle of nowhere and it lasted only five minutes.,5minutes,2000-12-20T00:00:00
2015-06-29T00:30:00,AL,Huntsville,other,"Object burning as it flew in a trajectory parallel to the ground, with flaming pieces.  ((NUFORC Note:  Satellite re-entry.  PD))",1 minute,2015-07-03T00:00:00
2015-06-29T00:30:00,AZ,Phoenix,egg,"A large flagellated bug, the size of a house, silently floating around Phoenix.",6 seconds,2015-07-03T00:00:00
2015-06-29T01:00:00,GA,Senoia,fireball,Fireball with 2 long tails traveling high above tree tops traveling SW to NE; visible for approximately 10-15 seconds. ((Satellite)),10-15 seconds,2015-07-03T00:00:00
2015-06-29T01:00:00,LA,Patterson,rectangle,Saw a rectangle obj. with fire on each end and smoking moving from SE to NW...appeared to about the size of a bed on a pickup truck.,2-3 minutes,2015-07-03T00:00:00
2015-06-29T01:15:00,SC,Chester,fireball,"Fireball With Long Tail Witnessed by 3 Observers  in Chester, SC, at 1AM on June 29, 2015.  ((NUFORC Note:  Satellite re-entry.  PD))",20-30 seconds,2015-07-03T00:00:00
2015-06-29T01:30:00,GA,Gainesville,fireball,"Multiple objects possibly on fire, leaving a bright trail.  ((NUFORC Note:  Re-entering satellite.  PD))",1 minute,2015-07-03T00:00:00
2015-06-29T01:51:00,SC,Rock Hill,other,Space Debris falls out of orbit and burns up.  ((NUFORC Note:  Confirmed satellite re-entry.  PD)),30 seconds,2015-07-03T00:00:00
2015-06-29T04:30:00,MD,Herald Harbor,other,"Extremely loud, hovered suspende in night sky for four minutes, three white lights, one red light, one bright horizontal beam of light.",30 minutes,2015-07-03T00:00:00
2015-06-29T08:00:00,TX,Austin,other,"Large, wispy clouds passing over greenbelt area that hum/buzz continuously as a bee swarm would sould.  There is a low frequency tone t",continuous x3 days,2015-07-03T00:00:00
2015-07-04T21:52:00,OH,Brunswick,sphere,Spherical Objects over Cleveland area.,1 hour,2015-07-06T00:00:00
1982-06-01T16:00:00,,Quepos (Costa Rica),disk,we wher driving on a small street ther wher no lights then we all look to are left and seen this brite red lights it lit the forest up,1hr,2000-12-20T00:00:00
2015-07-04T21:54:00,IL,Justice,circle,"6 orange/red balls sighted in Justice, IL.",20 seconds/4 minutes,2015-07-06T00:00:00
2015-07-04T21:55:00,MO,Columbia,light,"It was at this time we saw a large, fire engine red object, a little smaller than a dime at arm’s length just above the tops of the tre",10 minutes,2015-07-06T00:00:00
2015-07-04T22:00:00,OH,West Chester,fireball,Multiple orange balls of light traveling from west to east in West Chester OH sky.,10 minutes,2015-07-06T00:00:00
2015-07-04T22:00:00,UT,Provo,light,"White light appeared, and disappeared.",10-12 minutes,2015-07-06T00:00:00
2015-07-04T22:00:00,WA,Vancouver,unknown,"Red and green lights flashing, while hovering and moving, then stopping.",30 minutes,2015-07-06T00:00:00
2015-07-04T22:00:00,ON,Wasaga Beach,light,Red light spotted in sky in Wasaga Beach moving all over the place in one spot while ascending.,3 minutes,2015-07-06T00:00:00
2015-07-04T22:00:00,WI,Tomahawk,teardrop,"On July 4, 2015, after observing the fireworks display in Tomahawk, WI, we observed 6 teardrop shaped objects moving through the sky.",30 minutes,2015-07-06T00:00:00
2015-07-04T22:00:00,IL,Chicago,fireball,Possible ufo encounter.,5 minutes,2015-07-06T00:00:00
2015-07-04T22:00:00,GA,Acworth,circle,Was not a plane or fireworks!  We could clearly see the shape of it!,15 minutes,2015-07-06T00:00:00
2015-07-04T22:00:00,OH,Sandusky,formation,Lights had a triangle shape but  then changed... One to 5 lights making a formation then flipping turning or elevation... Crazy stuff,5-10 minutes,2015-07-06T00:00:00
1986-08-15T21:00:00,AB,Banff National Park,diamond,LARGE Black Diamond shaped craft with three rotating lights on extended arms,10 seconds,2000-12-20T00:00:00
2015-07-04T22:00:00,VA,Leesburg,light,A single red light travels across the night sky before disappearing.,2 minutes,2015-07-06T00:00:00
2015-07-04T22:00:00,VA,Leesburg,light,The light appeared to move horizontally across the sky at a steady pace before stopping and suddenly shooting up vertically.,30-60 seconds,2015-07-06T00:00:00
2015-06-04T23:45:00,WA,Sumner,light,LOW BRIGHT WHITE LIGHT CHANGES TO ORANGE.,10-15 minutes,2015-06-15T00:00:00
2015-06-05T03:00:00,MI,Mount Pleasant,light,((HOAX??))  I was taken to an alien laboratory from my bedroom.,Unknown - a few hours?,2015-06-15T00:00:00
2015-06-05T05:15:00,OR,Gresham,changing,We saw an object above the hot tub.,15 minutes,2015-06-15T00:00:00
2015-06-05T05:19:00,OR,Gresham,changing,((HOAX??))((Deleted profanity))  I have photo and short video!,10 minutes,2015-06-15T00:00:00
2015-06-05T05:20:00,OR,Gresham,changing,My friend came in here and told us to hurry up and come outside and when we went outside I saw a thing at first.,15 minutes,2015-06-15T00:00:00
2015-06-05T09:20:00,IL,Chicago,light,"It was a light, and just changing colors.",spring,2015-06-15T00:00:00
2015-06-05T10:25:00,IL,Chicago,oval,It was kind of a light but more like circle.,Spring,2015-06-15T00:00:00
2015-06-05T11:10:00,WI,Madison,changing,from my office overlooking downtown and state street.  this dark object traveled from north to south above the buildings but below the,4 minutes,2015-06-15T00:00:00
2017-04-29T22:00:00,MN,Eden Prairie,formation,"Glowing cloud ring Eden Prairie, MN.  ((NUFORC Note:  Ring of stationary advertising lights at local casino.  PD))",Ongoing,2017-05-06T00:00:00
1989-08-15T01:20:00,,Tilburg (Netherlands),triangle,I saw a triangular shaped object rotating slowly in the sky..Had four lights in it...,20 Seconds,2000-12-20T00:00:00
2015-06-05T15:30:00,IN,Elkhart,cigar,In the back yard of a buddies house throwing horse shoes (by myself while waiting for my friend to finish cutting 2 other friends hair),15 seconds,2015-06-15T00:00:00
2015-06-05T16:00:00,CA,Cobb,circle,Round dot in full daylight.  Hovered for hours not moving but progressed towards west at same rate as sun setting west.  Since then sky,3 hours,2015-06-15T00:00:00
2015-06-05T20:00:00,FL,Sarasota,cone,Saw 10 to15 red ufo with red pulsating lights and a bright in the middle.  They moved across the sky and disappeared.,30 minutes,2015-06-15T00:00:00
2015-06-05T20:30:00,,Folsom,sphere,Was driving down towards highway 50 right after a lightning storm and noticed these two objects orbiting each other near a break in the,1 minute,2015-06-15T00:00:00
2015-06-29T12:30:00,NC,Chapel Hill,cylinder,Disc or cylindrical craft moving at very high speed,5 seconds,2015-07-03T00:00:00
2015-06-29T14:00:00,KY,Mount Sterling,teardrop,Me and my wife were outside at 2:00pm and saw 2 ships. Lager ship was about 2 miles long,20-25 seconds,2015-07-03T00:00:00
2015-06-29T14:30:00,CA,Shell Beach,circle,Object in clear daylight sky.,on going,2015-07-03T00:00:00
2015-06-29T16:00:00,CT,Bethel,oval,Silver round object hoovering in the sky during daytime.,5 minutes,2015-07-03T00:00:00
2015-06-29T19:00:00,OH,Youngstown,light,"Two circular light hovering one another with a flashing light above.   Top light flashing blue, green, red and white.",10 minutes,2015-07-03T00:00:00
2015-06-29T20:20:00,,Haifa (Israel),formation,"Diagonal formation of 3 objects, round shaped, flickering lights",1 second,2015-07-03T00:00:00
1989-09-06T16:58:00,CA,Palm Springs,disk,AND i thought it was a typical vaction,drive bye,2000-12-20T00:00:00
2015-06-29T20:30:00,SC,McCormick,triangle,"Silent, black triangular shaped craft ascending from water and slowly passing over treeline.",30 seconds,2015-07-03T00:00:00
2015-06-29T21:30:00,CA,San Pedro,unknown,((NUFORC Note:  Planets.  PD)) I'm looking off the balcony looking W and I see 2 lights one bright and one right above it but smaller.,12 minutes,2015-07-03T00:00:00
2015-06-29T21:30:00,MA,Everett,sphere,"Two bright white lights,just above horizon.Lights were stationary,at approximately 45 degree angle.After 15 minutes lights drifted sout",30 minutes,2015-07-03T00:00:00
2015-06-29T21:45:00,KY,Madisonville,cross,Two orange stationary lights in the sky fade then reappear.  ((NUFORC Note:  Venus and Jupiter??  PD)),30 minutes,2015-07-03T00:00:00
2015-06-29T22:00:00,NE,Omaha,other,((HOAX??))  Omaha aliens?,5 minutes,2015-07-03T00:00:00
2015-06-29T22:00:00,NJ,Pompton Lakes,light,2 circular lights over the W sky in the dir. of the Wannaque  Res.. The two lights would vanish.((NUFORC Note:  Venus and Jupiter.  PD),8 minutes,2015-07-03T00:00:00
2015-06-29T22:00:00,WA,Lakewood,circle,"Two very bright orbs stationary on horizon west of Lakewood, WA.  ((NUFORC Note:  Venus and Jupiter.  PD))",40 minutes ongoing,2015-07-03T00:00:00
2015-07-04T22:00:00,WI,Minocqua,,About 10 pm while sitting around campfire watching local lake fireworks with many others  this fairly slow moving object cam over us. I,5 minutes,2015-07-06T00:00:00
2015-07-04T22:00:00,PA,Uniontown,fireball,"3 fireball like objects in the sky.  Recorded and it shows its multicolored purple, green etc.  Lasts about 2 to 3 minutes.",2-3 minutes per occura,2015-07-06T00:00:00
2015-07-04T22:00:00,NY,Webster,fireball,Bright red/orange fireball spotted in southeast sky,1 minute,2015-07-06T00:00:00
1994-06-12T15:40:00,,Crawley (UK/England),triangle,"It appeared over me and sat there. Once i looked at it, it blinked out like a light.",7mins,2000-12-20T00:00:00
2015-07-04T22:00:00,CO,Westminster,circle,Had the strangest experience last night watching fireworks.   We parked at this lookout on 82nd and Federal which gave us a full Panora,2 minutes,2015-07-06T00:00:00
2015-07-04T22:00:00,VA,Chesapeake,light,Star like light over Chesapeake suddenly accelerates across the night sky,~70 minutes,2015-07-06T00:00:00
2015-07-04T22:15:00,MD,Myersville,circle,"7 bright orange objects in a check mark formation, slow moving in a western direction; one by one disappeared.",3 minutes,2015-07-06T00:00:00
2015-07-04T22:20:00,FL,Sarasota,circle,Unknown rotating object steadily moved across horizon while changing color and size.,1 minute,2015-07-06T00:00:00
2015-07-04T22:27:00,IL,Oak Lawn,unknown,Slightly Invisible Object UFO Turns Into Two UFO's In Space,30 seconds,2015-07-06T00:00:00
2015-07-04T22:30:00,NY,Middletown,sphere,Glowing orange ball.,10 minutes,2015-07-06T00:00:00
2015-07-04T22:30:00,NH,Franklin,circle,3 silent reddish lights floating by west to east; not in close succession.  As fireworks were going off all around.,3 minutes,2015-07-06T00:00:00
2015-07-04T22:30:00,IA,Cedar Rapids,light,"Two separate, red circular lights seen after July 4th fireworks over Cedar Rapids",20 seconds,2015-07-06T00:00:00
2015-07-04T22:30:00,WI,Hudson,triangle,"Orange glowing object, with orange light in a triangular shape on top, flying Northeast over North Hudson, WI.",15 minutes,2015-07-06T00:00:00
2015-06-05T21:00:00,NC,Surf City,fireball,"Round fireball object that hovered, and rose out of sight.",3 minutes,2015-06-15T00:00:00
1994-06-15T19:00:00,FL,Daytona Beach,other,"I saw it coming home one night the same day of a Shuttle launch in Daytona Beach,Fl.",5min/less,2000-12-20T00:00:00
2015-06-05T21:30:00,NC,Cornelius,fireball,While sitting on front porch noticed a bright orange light moving very slow. My husband and I walked out to sidewalk to see it better a,2 minutes,2015-06-15T00:00:00
2015-06-05T21:30:00,NY,Lake George,light,I thought it was drone but the light was too big and too far away for a drone.,10 minutes,2015-06-15T00:00:00
2015-06-05T22:00:00,IA,Little Rock,circle,A low-flying UFO spotted 1 mile north of Little Rock and heading SE towards Sibley.  Circular in shape with many flashing white lights.,3-5 minutes,2015-06-15T00:00:00
2015-06-05T22:00:00,FL,Cape Coral,light,Glowing orange spheres over Cape Coral.,2,2015-06-15T00:00:00
2015-06-05T22:00:00,FL,Miami,circle,5 moving orange circles in the night sky,10 minutes,2015-06-15T00:00:00
2015-06-05T22:50:00,RI,South Kingstown,light,"At the above time and date, a bright light, blueish-white, streaked overhead, going S to N.  ((NUFORC Note:  Possible meteor??  PD))",2 seconds,2015-06-15T00:00:00
2015-06-06T00:00:00,NJ,Park Ridge,other,See above comment.,20 seconds,2015-06-15T00:00:00
2015-06-06T00:06:00,OR,Corvallis,other,"My cousin, Fiance, Daughter and My Cousins Girlfriend Left Newport, Oregon and accidentally headed North along the coastline when we we",15 minutes,2015-06-15T00:00:00
2015-06-06T18:00:00,FL,Fort Lauderdale,circle,"Two black objects very high in the sky totally overcasts, several commercial planes flew between the two objects going east.",15 minutes,2015-06-15T00:00:00
2015-06-06T19:30:00,LA,Metairie,light,My two year old and I were swimming in the pool. It was partly cloudy. We were floating and looking straight up in the sky. I saw what,2 minutes,2015-06-15T00:00:00
1994-11-27T20:00:00,WA,Spokane,unknown,Twin lights fly overhead,5-10 minutes,2000-12-20T00:00:00
2015-06-06T21:11:00,MS,Leakesville,circle,"There were balls of light that would move through the sky some fast some slow. They were white, and were of varying sizes. They would f",throughout the night,2015-06-15T00:00:00
2015-06-29T22:00:00,OH,Youngstown,light,"Two circular light hovering one another with a flashing light above.  Top light flashing blue, green, red and white.",10 minutes,2015-07-03T00:00:00
2015-06-29T22:30:00,NY,Sugar Loaf,triangle,3 triangular shaped or triangular lit objects moving then hovering very high in the night sky,10 minutes,2015-07-03T00:00:00
2015-06-29T22:30:00,CA,Ventura,circle,Eerie lights hovering above Ventura tonight.  ((NUFORC Note:  Jupiter and Venus.  PD)),1:00 am ongoing,2015-07-03T00:00:00
2015-06-29T22:30:00,OH,Mineral Ridge,fireball,Odd lights in northeast Ohio.,2,2015-07-03T00:00:00
2015-06-30T10:00:00,CA,Santa Barbara,circle,Silver pulsating object.,15 minutes,2015-07-03T00:00:00
2015-06-30T20:30:00,NM,Tijeras,light,Red lights in the southern New Mexico sky multiplying and disappearing.,15-20 seconds,2015-07-03T00:00:00
2015-06-30T21:00:00,MO,Housesprings,disk,"I was walking to a parents house at night, June 30th, 2015. And I got to the top of a hill on a road. I saw it moving fast and spinning",Short,2015-07-03T00:00:00
2015-06-30T21:00:00,WA,Portland,circle,Saw 2 very bright still circle object in the westward sky.,10 minutes,2015-07-03T00:00:00
2015-06-30T21:00:00,OH,Cincinnati,egg,Lights in sky. There were 2 that appeared to be next to each other. Not stars.  ((NUFORC Note:  Venus and Jupiter.  PD)),3 hours?,2015-07-03T00:00:00
1995-01-13T22:30:00,MI,Napoleon,circle,what thats not a star I'm seeing.,2 min,2000-12-20T00:00:00
2015-06-30T21:45:00,FL,Tallahassee,light,2 nights of bright as the moon object and 5 aircraft in night sky after seeing it.  ((NUFORC Note:  Venus & Jupiter.  PD)),2 days,2015-07-03T00:00:00
2015-06-30T22:00:00,TX,Houston,unknown,Airplane look- two red lights- flying- stopped in mid-air for 14 seconds- then came straight down rapidly,2 minutes,2015-07-03T00:00:00
2015-06-30T22:14:00,FL,Citrus Springs,triangle,2 stationary objects in the sky.  ((NUFORC Note:  Probably Venus and Jupiter in the northwestern sky.  PD)),,2015-07-03T00:00:00
2015-06-30T22:15:00,OR,Portland,rectangle,Two rectangular crafts in the sky.  Very bright lights.  Just hovering in the sky.  They were so bright I almost drove off the road.,10 minutes,2015-07-03T00:00:00
1979-10-01T21:00:00,NY,Tonawanda,circle,Two circular objects. Almost chasing each other in zigzag formation.  Moving fast.  We stopped and starred up in the night sky to see t,10 seconds,2015-07-10T00:00:00
1981-09-27T02:00:00,OK,Wilson,cylinder,"Cylinder-shaped object hovering and darting, at a consistent 45-degree angle, observed for 20 minutes. No wings, no running lights.",20 minutes,2015-07-10T00:00:00
1988-08-01T21:00:00,QC,Nominingue,circle,"Luminous circle raising slowly, then exploding.",15 seconds,2015-07-10T00:00:00
2010-05-15T20:00:00,NJ,Bloomfield--Hillside,triangle,"A UFO Sighting over Hillside/Union, NJ, May, 2010.",35 minutes,2015-07-10T00:00:00
2011-02-08T13:25:00,LA,Baton Rouge,rectangle,"Low altitude square cloud with vapor trail photo’d in Baton Rouge, Louisiana.",Minutes,2015-07-10T00:00:00
2011-06-01T21:00:00,WI,Wauwatosa,other,Ominous sound coming from night sky.,??,2015-07-10T00:00:00
1998-07-26T18:25:00,OR,Portland,cylinder,The object  was flying at a very high speed(probably 3000 miles per hour) without making any sound.,1 minute,2001-01-03T00:00:00
2012-06-30T17:00:00,WI,Wauwatosa,light,"Report#2: This covers most of what I experienced in 2012. During late afternoon, I'd go out to the local softball field and sit on a be",Hours,2015-07-10T00:00:00
2013-05-19T19:00:00,WI,Wauwatosa,other,"White orbs, red/orange orbs, strange lights in the blue of sky, etc. 2013-2015.",Hours,2015-07-10T00:00:00
2015-07-04T22:30:00,NY,New York,light,Bright light round in shape moving slowly.,3 minutes,2015-07-06T00:00:00
2015-07-04T22:30:00,NY,Middletown,sphere,Orange Glowing light came around and I flashed it with a high powered flash light. It came around 2 more times as I was filming,10 minutes,2015-07-06T00:00:00
2015-07-04T22:30:00,PA,Johnstown,light,"Dull orange, non-blinking, light appearing in Northeast sky and then moving slowly until disappearing.",10 minutes,2015-07-06T00:00:00
2015-07-04T22:30:00,NY,New York,circle,Round-orange orb during fireworks NYC.,4 minutes,2015-07-06T00:00:00
2015-07-04T22:37:00,OH,Springfield,fireball,Unlike anything this sky watcher has seen.,3 minutes,2015-07-06T00:00:00
2015-07-04T22:40:00,MN,Coon Rapids,fireball,"1 orange fireball came out of the sky, then disappeared. Then another appeared and did the same thing.  Soon another did the same.",10 minutes,2015-07-06T00:00:00
2015-07-04T22:40:00,FL,Bonita Springs,oval,"This craft was silent, had no lights, but glowed, & I have never seen anything like it!",2 minutes,2015-07-06T00:00:00
2015-07-04T22:40:00,WA,Marysville,formation,Lights grouped together.,3 minutes,2015-07-06T00:00:00
1998-08-15T17:30:00,CA,San Fernando,triangle,watch many ligth's in the sky day's before the sighting telling a frend about the ligth's at the same location a ligth came by at great,21/2 hr.,2001-01-03T00:00:00
2015-07-04T22:43:00,NJ,Freehold,formation,"The bright orange objects flying in line over Freehold, NJ",2 minutes,2015-07-06T00:00:00
2015-07-04T22:45:00,ON,Little Current,sphere,Glowing orange/red sphere over Manitoulin island.,15 seconds,2015-07-06T00:00:00
2015-07-04T22:45:00,FL,Vero Beach,circle,Bright orange orb hovering over Vero Beach.,3 minutes,2015-07-06T00:00:00
2015-06-06T21:45:00,ON,Toronto,fireball,"Sorry to have troubled you. After seeing pictures of sky lanterns, I think that must have been what we saw.",30 minutes,2015-06-15T00:00:00
2015-06-06T22:00:00,WA,Arlington,light,"10-11 orange lights seen on 06 June, 2015, @ 10 PM, in Arlington, WA.",20-30 seconds,2015-06-15T00:00:00
2015-06-06T22:00:00,CA,Santa Barbara,triangle,"V-shaped formation of steady, bright, white lights moving close to ground, slowly, silently across night sky.",10 seconds,2015-06-15T00:00:00
2015-06-06T22:00:00,FL,Altamonte Springs,triangle,"Two triangle shaped craft with 4 lights total hovering 4/5 stories above city, craft left and then blue/white light covered the sky.",1.5 hours,2015-06-15T00:00:00
2015-06-06T22:15:00,IL,Chicago,other,"Large craft, triangular in the front/middle section, wide across with an arrowhead/chevron look, fading in/out of sky, lights on bottom",3-4 minutes,2015-06-15T00:00:00
2015-06-06T22:15:00,IL,Chicago,triangle,"Dark large object almost camouflaged by night sky, red balls of light underneath, moved slowly over my house, made no sound at all.",2-3 minutes,2015-06-15T00:00:00
2015-06-06T22:15:00,MA,Dighton,triangle,3 Bright orange lights that formed a triangle in the south east sky.,6-7 minutes,2015-06-15T00:00:00
1998-10-01T05:30:00,CO,Bayfield,light,Large light object in sky with lightning storm and huge beam of light from below in  southern Colorado,30 minutes,2001-01-03T00:00:00
2015-06-06T22:19:00,TX,Bertram,light,Red light chanes to orange as it moves overhead.,1 minute,2015-06-15T00:00:00
2015-06-06T22:20:00,ON,Brampton,oval,"Two objects moving fast over Brampton, Canada.",20 seconds,2015-06-15T00:00:00
2015-06-06T22:20:00,ON,Brampton,oval,"Two objects moving fast over Brampton, Ontario.",20 seconds,2015-06-15T00:00:00
2015-06-06T22:40:00,MD,Towson,circle,Multiple flying bright discs flying over Towson.,~10 minutes,2015-06-15T00:00:00
2015-06-06T23:00:00,WA,Cowiche,changing,Very bright white light with red and green lights that changed shapes and stayed in area for more than an hour,1+ hour,2015-06-15T00:00:00
2015-06-06T23:30:00,MI,Mason,triangle,"5 lights flew in perfect formation,  a triangle and two lights in tail,  from south to north.   All five lights disappeared just before",5:00,2015-06-15T00:00:00
2015-06-30T22:49:00,IL,Pecatonica,triangle,"Large, silent, triangular craft.",1 minute,2015-07-03T00:00:00
2015-07-01T01:00:00,IN,Seymour,disk,Seen 2 dome disc aircraft like ufos in southern sky went out to see if I could see Jupiter and Venus like star they were talking about,uncertain,2015-07-03T00:00:00
2015-07-01T04:50:00,LA,Kenner,light,Noticed bright light with what looked like several pulsating red lights.  Stayed stationary for a long time then drifted across sky.,20 minutes,2015-07-03T00:00:00
2015-07-01T08:15:00,TX,Coppell,unknown,Writing in the sky.,40 minutes,2015-07-03T00:00:00
1999-06-29T21:30:00,NJ,Pennsauken,light,I WAS WALKING FROM MY HOUSE WHEN I SAW 2 BRIGHT LIGHTS ABOUT 7OO FT FROM THE GROUND.,ABOUT 2 HOURS,2001-01-03T00:00:00
2015-07-01T12:50:00,ON,Ottawa,disk,"Disk with bright red light flying for about 5 seconds, then disappearing.",5 seconds,2015-07-03T00:00:00
2015-07-01T13:00:00,CA,Long Beach,oval,7+ UFOs seen on KTLA News 5 weather video,10 seconds,2015-07-03T00:00:00
2015-07-01T13:38:00,,Trimley St. Mary (UK/England),oval,Just sun bathing in my garden looked into the clouds and saw a oval shape moving through the clouds.,2 minutes,2015-07-03T00:00:00
2015-07-01T17:30:00,NH,Walpole,cigar,Triangulating two UFO sighted left craft large right craft small,90 minutes,2015-07-03T00:00:00
2015-07-01T19:00:00,LA,Calhoun,formation,I took a picture of sunset while driving.  Was looking at picture and noticed a round light.  ((NUFORC Note:  Lens flare.  PD)),,2015-07-03T00:00:00
2015-07-01T20:30:00,UT,Saint George,unknown,"Extremely high speed travel from W to E, stopped on a dime, resumed full speed flight.  ((NUFORC Note:  Drone a/c.  PD))",3 minutes,2015-07-03T00:00:00
2015-07-01T20:30:00,AZ,Mesa,unknown,Hovering object over SE Mesa.  ((NUFORC Note:  Venus and Jupiter.  PD)),1 hour,2015-07-03T00:00:00
2015-07-01T21:00:00,FL,Tampa,light,There were two bright circular objects in the direction of Tampa International.  ((NUFORC Note:  Venus & Jupiter?  PD)),>2 hours,2015-07-03T00:00:00
2014-05-12T02:00:00,CA,Glendale,fireball,Possible UFO caught on security camera.,Few minutes,2015-07-10T00:00:00
2014-08-20T21:20:00,OR,Portland,formation,"3 helmet metalic blue/gray one headlight  traveling above the  south bound traffic, I-205  Portland Or at 21:20  8-20-2014",5 minutes+,2015-07-10T00:00:00
2017-04-29T22:35:00,MN,Edina,circle,Strange circle lights in the sky.,,2017-05-06T00:00:00
1999-08-15T23:00:00,NY,Montauk,circle,Montauk Mystery Lights,15 min.,2001-01-03T00:00:00
2014-09-11T21:00:00,VA,Bristol,other,((NUFORC Note:  No information provided by witness.  PD)),~10 minutes,2015-07-10T00:00:00
2015-04-08T05:00:00,,Jitauna (Brazil),rectangle,"This week I saw something unusual, ace 5 am an object in the middle of nowhere next to the highway.",2 minutes,2015-07-10T00:00:00
2015-05-07T21:40:00,MD,Salisbury,light,"Reddish-orange light flying east to west after Salisbury, MD, fireworks.",1 minutes,2015-07-10T00:00:00
2015-05-25T23:40:00,WA,Centralia,light,"Bright light ""explodes"" then disappeared.  ((NUFORC Note:  Possible flare from an Iridium satellite?  PD))",30 seconds,2015-07-10T00:00:00
2015-06-03T21:45:00,NJ,Haledon,circle,"Clusters of orange-colored flying objects seen over Haledon, NJ.",8 minutes,2015-07-10T00:00:00
2015-06-17T21:00:00,MO,Farmington,light,"The flash, or streak, seemed very bright, brighter than the moon, with the intensity of lightning or an electrical flash.",1 minute,2015-07-10T00:00:00
2015-06-04T22:30:00,RI,Tiverton,circle,"Seven glowing lights appear in the sky and each disappear and reappear multiple times within about an hour in Tiverton, RI.",1 hour,2015-07-10T00:00:00
2015-06-29T01:28:00,GA,Wadley,other,Large obj. with fluid oil slick body spurting sparks from the rear; flies dirctly over our truck.  ((NUFORC Note:  Satellite?  PD)),4-5 minutes,2015-07-10T00:00:00
2015-06-29T21:00:00,MA,Fall River,,"2 extremely bright stat. lights in W sky over Fall River Massachusetts, 9:30 pm and later.  ((NUFORC Note:  Venus & Jupiter?  PD))",45 minutes+,2015-07-10T00:00:00
2015-07-01T22:30:00,CA,Madera,triangle,"Triangular object seen over Madera County July 1, 2015.",1.5 minutes,2015-07-10T00:00:00
1999-08-23T14:40:00,CT,Milford,cigar,cigar shape ship with message.,2min30sec,2001-01-03T00:00:00
2015-07-01T22:33:00,GA,Atlanta,light,"I observed a moving light through an aircraft's window over Atlanta, Ga.",1 minute,2015-07-10T00:00:00
2015-07-04T22:46:00,WA,Redmond,circle,"Three intensely glowing orange spheres seen. After they past where I was standing, glowing stopped but outline of craft still visible.",2-3 minutes,2015-07-06T00:00:00
2015-07-04T22:48:00,TX,Sugar Land,fireball,"My family and I where sitting outside, when my husband noticed a white ball moving slowly across the sky.",48 seconds,2015-07-06T00:00:00
2015-07-04T23:00:00,KY,Louisville,triangle,"5 Triangular objects with bright orange lights of over St. Matthews, KY.  One stopped as if facing me for 10 seconds.",2 minutes,2015-07-06T00:00:00
